initial_alias,converted_alias,name,description,namespace
4478,MSN,MSN,moesin [Source:HGNC Symbol;Acc:HGNC:7373],ENTREZGENE_ACC
2949,GSTM5,GSTM5,glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:HGNC:4637],ENTREZGENE_ACC
92565,FANK1,FANK1,fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527],ENTREZGENE_ACC
728485,LOC728485,None,novel transcript,ENTREZGENE_ACC
253143,PRR14L,PRR14L,proline rich 14 like [Source:HGNC Symbol;Acc:HGNC:28738],ENTREZGENE_ACC
100506154,None,None,None,
341405,ANKRD33,ANKRD33,ankyrin repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:13788],ENTREZGENE_ACC
84679,SLC9A7,SLC9A7,solute carrier family 9 member A7 [Source:HGNC Symbol;Acc:HGNC:17123],ENTREZGENE_ACC
284358,MAMSTR,MAMSTR,MEF2 activating motif and SAP domain containing transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:26689],ENTREZGENE_ACC
219749,ZNF25,ZNF25,zinc finger protein 25 [Source:HGNC Symbol;Acc:HGNC:13043],ENTREZGENE_ACC
7350,UCP1,UCP1,uncoupling protein 1 [Source:HGNC Symbol;Acc:HGNC:12517],ENTREZGENE_ACC
3612,IMPA1,IMPA1,inositol monophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:6050],ENTREZGENE_ACC
94025,MUC16,MUC16,"mucin 16, cell surface associated [Source:HGNC Symbol;Acc:HGNC:15582]",ENTREZGENE_ACC
5275,SERPINB13,SERPINB13,serpin family B member 13 [Source:HGNC Symbol;Acc:HGNC:8944],ENTREZGENE_ACC
283471,TMPRSS12,TMPRSS12,transmembrane serine protease 12 [Source:HGNC Symbol;Acc:HGNC:28779],ENTREZGENE_ACC
64077,LHPP,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:HGNC:30042],ENTREZGENE_ACC
4007,PRICKLE3,PRICKLE3,prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645],ENTREZGENE_ACC
84065,TMEM222,TMEM222,transmembrane protein 222 [Source:HGNC Symbol;Acc:HGNC:25363],ENTREZGENE_ACC
283514,SIAH3,SIAH3,siah E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30553],ENTREZGENE_ACC
128308,MRPL55,MRPL55,mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686],ENTREZGENE_ACC
682,BSG,BSG,basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116],ENTREZGENE_ACC
9559,VPS26A,VPS26A,VPS26 retromer complex component A [Source:HGNC Symbol;Acc:HGNC:12711],ENTREZGENE_ACC
10004,NAALADL1,NAALADL1,N-acetylated alpha-linked acidic dipeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23536],ENTREZGENE_ACC
84869,CBR4,CBR4,carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891],ENTREZGENE_ACC
25974,MMACHC,MMACHC,metabolism of cobalamin associated C [Source:HGNC Symbol;Acc:HGNC:24525],ENTREZGENE_ACC
145258,GSC,GSC,goosecoid homeobox [Source:HGNC Symbol;Acc:HGNC:4612],ENTREZGENE_ACC
7994,KAT6A,KAT6A,lysine acetyltransferase 6A [Source:HGNC Symbol;Acc:HGNC:13013],ENTREZGENE_ACC
3123,HLA-DRB1,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]",ENTREZGENE_ACC
4194,MDM4,MDM4,MDM4 regulator of p53 [Source:HGNC Symbol;Acc:HGNC:6974],ENTREZGENE_ACC
9990,SLC12A6,SLC12A6,solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914],ENTREZGENE_ACC
64718,UNKL,UNKL,unk like zinc finger [Source:HGNC Symbol;Acc:HGNC:14184],ENTREZGENE_ACC
114614,MIR155HG,MIR155HG,MIR155 host gene [Source:HGNC Symbol;Acc:HGNC:35460],ENTREZGENE_ACC
440862,None,None,None,
84251,SGIP1,SGIP1,SH3GL interacting endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:25412],ENTREZGENE_ACC
348110,ARPIN,ARPIN,actin related protein 2/3 complex inhibitor [Source:HGNC Symbol;Acc:HGNC:28782],ENTREZGENE_ACC
29989,OBP2B,OBP2B,odorant binding protein 2B [Source:HGNC Symbol;Acc:HGNC:23381],ENTREZGENE_ACC
1103,CHAT,CHAT,choline O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:1912],ENTREZGENE_ACC
64940,LINC01372,STAG3L4,STAG3 cohesin complex component like 4 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:64940],ENTREZGENE_ACC
64940,STAG3L4,STAG3L4,STAG3 cohesin complex component like 4 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:64940],ENTREZGENE_ACC
6561,SLC13A1,SLC13A1,solute carrier family 13 member 1 [Source:HGNC Symbol;Acc:HGNC:10916],ENTREZGENE_ACC
55657,ZNF692,ZNF692,zinc finger protein 692 [Source:HGNC Symbol;Acc:HGNC:26049],ENTREZGENE_ACC
89884,LHX4,LHX4,LIM homeobox 4 [Source:HGNC Symbol;Acc:HGNC:21734],ENTREZGENE_ACC
3299,HSF4,HSF4,heat shock transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:5227],ENTREZGENE_ACC
8520,HAT1,HAT1,histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821],ENTREZGENE_ACC
253639,ZNF620,ZNF620,zinc finger protein 620 [Source:HGNC Symbol;Acc:HGNC:28742],ENTREZGENE_ACC
25864,ABHD14A,ABHD14A,abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538],ENTREZGENE_ACC
355,FAS,FAS,Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920],ENTREZGENE_ACC
6872,TAF1,TAF1,TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:11535],ENTREZGENE_ACC
2339,FNTA,FNTA,"farnesyltransferase, CAAX box, alpha [Source:HGNC Symbol;Acc:HGNC:3782]",ENTREZGENE_ACC
4601,MXI1,MXI1,"MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]",ENTREZGENE_ACC
54549,SDK2,SDK2,sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308],ENTREZGENE_ACC
54212,SNTG1,SNTG1,syntrophin gamma 1 [Source:HGNC Symbol;Acc:HGNC:13740],ENTREZGENE_ACC
122622,ADSS1,ADSS1,adenylosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:20093],ENTREZGENE_ACC
51160,VPS28,VPS28,VPS28 subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18178],ENTREZGENE_ACC
2395,FXN,FXN,frataxin [Source:HGNC Symbol;Acc:HGNC:3951],ENTREZGENE_ACC
638,BIK,BIK,BCL2 interacting killer [Source:HGNC Symbol;Acc:HGNC:1051],ENTREZGENE_ACC
399967,PATE2,PATE2,prostate and testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:32249],ENTREZGENE_ACC
90993,CREB3L1,CREB3L1,cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856],ENTREZGENE_ACC
83982,IFI27L2,IFI27L2,interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753],ENTREZGENE_ACC
301,ANXA1,ANXA1,annexin A1 [Source:HGNC Symbol;Acc:HGNC:533],ENTREZGENE_ACC
4150,MAZ,MAZ,MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914],ENTREZGENE_ACC
55133,SRBD1,SRBD1,S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521],ENTREZGENE_ACC
1387,CREBBP,CREBBP,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348],ENTREZGENE_ACC
2961,GTF2E2,GTF2E2,general transcription factor IIE subunit 2 [Source:HGNC Symbol;Acc:HGNC:4651],ENTREZGENE_ACC
100130111,LCIIAR,LCIIAR,lung cancer immune cell infiltration associated lncRNA [Source:HGNC Symbol;Acc:HGNC:56346],ENTREZGENE_ACC
157695,TDRP,TDRP,testis development related protein [Source:HGNC Symbol;Acc:HGNC:26951],ENTREZGENE_ACC
285877,POM121L12,POM121L12,POM121 transmembrane nucleoporin like 12 [Source:HGNC Symbol;Acc:HGNC:25369],ENTREZGENE_ACC
84850,GLIS3-AS1,GLIS3-AS1,GLIS3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28260],ENTREZGENE_ACC
124602,KIF19,KIF19,kinesin family member 19 [Source:HGNC Symbol;Acc:HGNC:26735],ENTREZGENE_ACC
10087,CERT1,CERT1,ceramide transporter 1 [Source:HGNC Symbol;Acc:HGNC:2205],ENTREZGENE_ACC
137886,UBXN2B,UBXN2B,UBX domain protein 2B [Source:HGNC Symbol;Acc:HGNC:27035],ENTREZGENE_ACC
4188,MDFI,MDFI,MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967],ENTREZGENE_ACC
54777,CFAP46,CFAP46,cilia and flagella associated protein 46 [Source:HGNC Symbol;Acc:HGNC:25247],ENTREZGENE_ACC
256933,NPB,NPB,neuropeptide B [Source:HGNC Symbol;Acc:HGNC:30099],ENTREZGENE_ACC
23732,FRRS1L,FRRS1L,ferric chelate reductase 1 like [Source:HGNC Symbol;Acc:HGNC:1362],ENTREZGENE_ACC
155,ADRB3,ADRB3,adrenoceptor beta 3 [Source:HGNC Symbol;Acc:HGNC:288],ENTREZGENE_ACC
1846,DUSP4,DUSP4,dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070],ENTREZGENE_ACC
56107,PCDHGA9,PCDHGA9,"protocadherin gamma subfamily A, 9 [Source:HGNC Symbol;Acc:HGNC:8707]",ENTREZGENE_ACC
1780,DYNC1I1,DYNC1I1,dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963],ENTREZGENE_ACC
54675,CRLS1,CRLS1,cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148],ENTREZGENE_ACC
225689,MAPK15,MAPK15,mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667],ENTREZGENE_ACC
5228,PGF,PGF,placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893],ENTREZGENE_ACC
7223,TRPC4,TRPC4,transient receptor potential cation channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:12336],ENTREZGENE_ACC
29124,LGALS13,LGALS13,galectin 13 [Source:HGNC Symbol;Acc:HGNC:15449],ENTREZGENE_ACC
2049,EPHB3,EPHB3,EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394],ENTREZGENE_ACC
28793,None,None,None,
146512,FLJ30679,FLJ30679,uncharacterized protein FLJ30679 [Source:NCBI gene (formerly Entrezgene);Acc:146512],ENTREZGENE_ACC
79866,BORA,BORA,BORA aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724],ENTREZGENE_ACC
7767,ZNF224,ZNF224,zinc finger protein 224 [Source:HGNC Symbol;Acc:HGNC:13017],ENTREZGENE_ACC
79177,ZNF576,ZNF576,zinc finger protein 576 [Source:HGNC Symbol;Acc:HGNC:28357],ENTREZGENE_ACC
148,ADRA1A,ADRA1A,adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277],ENTREZGENE_ACC
51380,CSAD,CSAD,cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966],ENTREZGENE_ACC
645191,LINGO3,LINGO3,leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21206],ENTREZGENE_ACC
7849,PAX8,PAX8,paired box 8 [Source:HGNC Symbol;Acc:HGNC:8622],ENTREZGENE_ACC
146862,UNC45B,UNC45B,unc-45 myosin chaperone B [Source:HGNC Symbol;Acc:HGNC:14304],ENTREZGENE_ACC
285550,FAM200B,FAM200B,family with sequence similarity 200 member B [Source:HGNC Symbol;Acc:HGNC:27740],ENTREZGENE_ACC
10190,TXNDC9,TXNDC9,thioredoxin domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24110],ENTREZGENE_ACC
80731,THSD7B,THSD7B,thrombospondin type 1 domain containing 7B [Source:HGNC Symbol;Acc:HGNC:29348],ENTREZGENE_ACC
6535,SLC6A8,SLC6A8,solute carrier family 6 member 8 [Source:HGNC Symbol;Acc:HGNC:11055],ENTREZGENE_ACC
9742,IFT140,IFT140,intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077],ENTREZGENE_ACC
256957,HEATR9,HEATR9,HEAT repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:26548],ENTREZGENE_ACC
10475,TRIM38,TRIM38,tripartite motif containing 38 [Source:HGNC Symbol;Acc:HGNC:10059],ENTREZGENE_ACC
127795,C1orf87,C1orf87,chromosome 1 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:28547],ENTREZGENE_ACC
613,BCR,BCR,BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014],ENTREZGENE_ACC
340348,TSPAN33,TSPAN33,tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743],ENTREZGENE_ACC
83900,KRTAP9-3,KRTAP9-3,keratin associated protein 9-3 [Source:HGNC Symbol;Acc:HGNC:16927],ENTREZGENE_ACC
100506259,None,None,None,
100528062,ARMCX5-GPRASP2,GPRASP2,G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169],ENTREZGENE_ACC
100528062,GPRASP2,GPRASP2,G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169],ENTREZGENE_ACC
100528062,ARMCX5-GPRASP2,ARMCX5-GPRASP2,ARMCX5-GPRASP2 readthrough [Source:HGNC Symbol;Acc:HGNC:42000],ENTREZGENE_ACC
79883,PODNL1,PODNL1,podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275],ENTREZGENE_ACC
136991,ASZ1,ASZ1,"ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1350]",ENTREZGENE_ACC
93349,SP140L,SP140L,SP140 nuclear body protein like [Source:HGNC Symbol;Acc:HGNC:25105],ENTREZGENE_ACC
28952,CCDC22,CCDC22,coiled-coil domain containing 22 [Source:HGNC Symbol;Acc:HGNC:28909],ENTREZGENE_ACC
6382,SDC1,SDC1,syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658],ENTREZGENE_ACC
64232,MS4A5,MS4A5,membrane spanning 4-domains A5 [Source:HGNC Symbol;Acc:HGNC:13374],ENTREZGENE_ACC
387895,None,None,None,
170850,KCNG3,KCNG3,potassium voltage-gated channel modifier subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:18306],ENTREZGENE_ACC
1003,CDH5,CDH5,cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764],ENTREZGENE_ACC
165055,CCDC138,CCDC138,coiled-coil domain containing 138 [Source:HGNC Symbol;Acc:HGNC:26531],ENTREZGENE_ACC
9168,TMSB10,TMSB10,thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879],ENTREZGENE_ACC
10228,STX6,STX6,syntaxin 6 [Source:HGNC Symbol;Acc:HGNC:11441],ENTREZGENE_ACC
100506691,LINC02985,LINC02985,long intergenic non-protein coding RNA 2985 [Source:HGNC Symbol;Acc:HGNC:56073],ENTREZGENE_ACC
25858,CATSPERZ,CATSPERZ,catsper channel auxiliary subunit zeta [Source:HGNC Symbol;Acc:HGNC:19231],ENTREZGENE_ACC
27133,KCNH5,KCNH5,potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254],ENTREZGENE_ACC
5322,PLA2G5,PLA2G5,phospholipase A2 group V [Source:HGNC Symbol;Acc:HGNC:9038],ENTREZGENE_ACC
26692,OR2W1,OR2W1,olfactory receptor family 2 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:8281],ENTREZGENE_ACC
90784,None,None,None,
6548,SLC9A1,SLC9A1,solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071],ENTREZGENE_ACC
1669,DEFA4,DEFA4,defensin alpha 4 [Source:HGNC Symbol;Acc:HGNC:2763],ENTREZGENE_ACC
81892,SLIRP,SLIRP,SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495],ENTREZGENE_ACC
2030,SLC29A1,SLC29A1,solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003],ENTREZGENE_ACC
9653,HS2ST1,HS2ST1,heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5193],ENTREZGENE_ACC
6532,SLC6A4,SLC6A4,solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050],ENTREZGENE_ACC
57169,ZNFX1,ZNFX1,zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271],ENTREZGENE_ACC
55728,N4BP2,N4BP2,NEDD4 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29851],ENTREZGENE_ACC
5740,PTGIS,PTGIS,prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603],ENTREZGENE_ACC
10714,POLD3,POLD3,"DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]",ENTREZGENE_ACC
28513,CDH19,CDH19,cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758],ENTREZGENE_ACC
134510,UBLCP1,UBLCP1,ubiquitin like domain containing CTD phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28110],ENTREZGENE_ACC
374395,TMEM179B,TMEM179B,transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744],ENTREZGENE_ACC
3751,KCND2,KCND2,potassium voltage-gated channel subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:6238],ENTREZGENE_ACC
64333,ARHGAP9,ARHGAP9,Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:HGNC:14130],ENTREZGENE_ACC
51604,PIGT,PIGT,phosphatidylinositol glycan anchor biosynthesis class T [Source:HGNC Symbol;Acc:HGNC:14938],ENTREZGENE_ACC
158801,NKAPP1,NKAPP1,NFKB activating protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26706],ENTREZGENE_ACC
200844,CFAP20DC,CFAP20DC,CFAP20 domain containing [Source:HGNC Symbol;Acc:HGNC:24763],ENTREZGENE_ACC
168090,C6orf118,C6orf118,chromosome 6 open reading frame 118 [Source:HGNC Symbol;Acc:HGNC:21233],ENTREZGENE_ACC
648691,LL22NC03-63E9.3,LL22NC03-63E9.3,uncharacterized LOC648691 [Source:NCBI gene (formerly Entrezgene);Acc:648691],ENTREZGENE_ACC
285768,LINC01622,LINC01622,long intergenic non-protein coding RNA 1622 [Source:HGNC Symbol;Acc:HGNC:27768],ENTREZGENE_ACC
259215,LY6G6F,LY6G6F,lymphocyte antigen 6 family member G6F [Source:HGNC Symbol;Acc:HGNC:13933],ENTREZGENE_ACC
100505930,None,None,None,
8899,PRPF4B,PRPF4B,pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346],ENTREZGENE_ACC
84954,MPND,MPND,MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934],ENTREZGENE_ACC
114984,FLYWCH2,FLYWCH2,FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178],ENTREZGENE_ACC
873,CBR1,CBR1,carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548],ENTREZGENE_ACC
23074,BLTP3B,BLTP3B,bridge-like lipid transfer protein family member 3B [Source:HGNC Symbol;Acc:HGNC:29102],ENTREZGENE_ACC
8911,CACNA1I,CACNA1I,calcium voltage-gated channel subunit alpha1 I [Source:HGNC Symbol;Acc:HGNC:1396],ENTREZGENE_ACC
137735,ABRA,ABRA,actin binding Rho activating protein [Source:HGNC Symbol;Acc:HGNC:30655],ENTREZGENE_ACC
78990,OTUB2,OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2 [Source:HGNC Symbol;Acc:HGNC:20351]",ENTREZGENE_ACC
51150,SDF4,SDF4,stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188],ENTREZGENE_ACC
25852,ARMC8,ARMC8,armadillo repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:24999],ENTREZGENE_ACC
8881,CDC16,CDC16,cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720],ENTREZGENE_ACC
6877,TAF5,TAF5,TATA-box binding protein associated factor 5 [Source:HGNC Symbol;Acc:HGNC:11539],ENTREZGENE_ACC
11043,MID2,MID2,midline 2 [Source:HGNC Symbol;Acc:HGNC:7096],ENTREZGENE_ACC
203062,TSNARE1,TSNARE1,t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437],ENTREZGENE_ACC
80221,ACSF2,ACSF2,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101],ENTREZGENE_ACC
2903,GRIN2A,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A [Source:HGNC Symbol;Acc:HGNC:4585],ENTREZGENE_ACC
26060,APPL1,APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:24035]",ENTREZGENE_ACC
345630,FBLL1,FBLL1,fibrillarin like 1 [Source:HGNC Symbol;Acc:HGNC:35458],ENTREZGENE_ACC
57510,XPO5,XPO5,exportin 5 [Source:HGNC Symbol;Acc:HGNC:17675],ENTREZGENE_ACC
80128,TRIM46,TRIM46,tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019],ENTREZGENE_ACC
51497,NELFCD,NELFCD,negative elongation factor complex member C/D [Source:HGNC Symbol;Acc:HGNC:15934],ENTREZGENE_ACC
9398,CD101,CD101,CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949],ENTREZGENE_ACC
54107,POLE3,POLE3,"DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]",ENTREZGENE_ACC
100294362,RNF213-AS1,RNF213-AS1,RNF213 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54402],ENTREZGENE_ACC
84647,PLA2G12B,PLA2G12B,phospholipase A2 group XIIB [Source:HGNC Symbol;Acc:HGNC:18555],ENTREZGENE_ACC
84266,ALKBH7,ALKBH7,alkB homolog 7 [Source:HGNC Symbol;Acc:HGNC:21306],ENTREZGENE_ACC
9683,N4BP1,N4BP1,NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850],ENTREZGENE_ACC
9088,PKMYT1,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]",ENTREZGENE_ACC
56957,OTUD7B,OTUD7B,OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683],ENTREZGENE_ACC
8123,None,None,None,
382,ARF6,ARF6,ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659],ENTREZGENE_ACC
26046,LTN1,LTN1,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082],ENTREZGENE_ACC
63910,SLC17A9,SLC17A9,solute carrier family 17 member 9 [Source:HGNC Symbol;Acc:HGNC:16192],ENTREZGENE_ACC
8840,CCN4,CCN4,cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769],ENTREZGENE_ACC
25888,ZNF473,ZNF473,zinc finger protein 473 [Source:HGNC Symbol;Acc:HGNC:23239],ENTREZGENE_ACC
89857,KLHL6,KLHL6,kelch like family member 6 [Source:HGNC Symbol;Acc:HGNC:18653],ENTREZGENE_ACC
440556,LOC124903827,PRDM16-DT,PRDM16 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48664],ENTREZGENE_ACC
440556,PRDM16-DT,PRDM16-DT,PRDM16 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48664],ENTREZGENE_ACC
100131283,None,None,None,
285848,PNPLA1,PNPLA1,patatin like phospholipase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21246],ENTREZGENE_ACC
100289187,TMEM225B,TMEM225B,transmembrane protein 225B [Source:HGNC Symbol;Acc:HGNC:53075],ENTREZGENE_ACC
100507319,None,None,None,
196074,METTL15,METTL15,"methyltransferase 15, mitochondrial 12S rRNA N4-cytidine [Source:HGNC Symbol;Acc:HGNC:26606]",ENTREZGENE_ACC
51479,ANKFY1,ANKFY1,ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20763],ENTREZGENE_ACC
9567,GTPBP1,GTPBP1,GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669],ENTREZGENE_ACC
60385,TSKS,TSKS,testis specific serine kinase substrate [Source:HGNC Symbol;Acc:HGNC:30719],ENTREZGENE_ACC
130560,SPATA3,SPATA3,spermatogenesis associated 3 [Source:HGNC Symbol;Acc:HGNC:17884],ENTREZGENE_ACC
5620,PRM2,PRM2,protamine 2 [Source:HGNC Symbol;Acc:HGNC:9448],ENTREZGENE_ACC
23595,ORC3,ORC3,origin recognition complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:8489],ENTREZGENE_ACC
26038,CHD5,CHD5,chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16816],ENTREZGENE_ACC
6746,SSR2,SSR2,signal sequence receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:11324],ENTREZGENE_ACC
202459,OSTCP1,OSTCP1,oligosaccharyltransferase complex subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30530],ENTREZGENE_ACC
207,AKT1,AKT1,AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391],ENTREZGENE_ACC
94081,SFXN1,SFXN1,sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085],ENTREZGENE_ACC
9951,HS3ST4,HS3ST4,heparan sulfate-glucosamine 3-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:5200],ENTREZGENE_ACC
114041,None,None,None,
58525,WIZ,WIZ,WIZ zinc finger [Source:HGNC Symbol;Acc:HGNC:30917],ENTREZGENE_ACC
5893,RAD52,RAD52,"RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]",ENTREZGENE_ACC
283455,KSR2,KSR2,kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:HGNC:18610],ENTREZGENE_ACC
221074,SLC39A12,SLC39A12,solute carrier family 39 member 12 [Source:HGNC Symbol;Acc:HGNC:20860],ENTREZGENE_ACC
3849,KRT2,KRT2,keratin 2 [Source:HGNC Symbol;Acc:HGNC:6439],ENTREZGENE_ACC
65263,PYCR3,PYCR3,pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846],ENTREZGENE_ACC
83607,AMMECR1L,AMMECR1L,AMMECR1 like [Source:HGNC Symbol;Acc:HGNC:28658],ENTREZGENE_ACC
4053,LTBP2,LTBP2,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715],ENTREZGENE_ACC
9495,AKAP5,AKAP5,A-kinase anchoring protein 5 [Source:HGNC Symbol;Acc:HGNC:375],ENTREZGENE_ACC
9705,ST18,ST18,ST18 C2H2C-type zinc finger transcription factor [Source:HGNC Symbol;Acc:HGNC:18695],ENTREZGENE_ACC
